Producto,codigo,precio,categoria,unidad
COPLE LISO GALVANIZADO 38MM ,A5438,Ej. Sube tu Producto,N/I,m5439
COPLE LISO GALVANIZADO 50MM ,A5439,Ej. Sube tu Producto,N/I,m5440
COPLE LISO GALVANIZADO 64MM ,A5440,Ej. Sube tu Producto,N/I,m5441
COPLE LISO GALVANIZADO 75MM ,A5441,Ej. Sube tu Producto,N/I,m5442
COPLE LISO NEGRO 10MM ,A5442,Ej. Sube tu Producto,N/I,m5443
"COPLE PEAD 100 MM (4"") RD-9- TERMOFUSION MARCA PLUMBERS. ",A5443,Ej. Sube tu Producto,SANITARIO,m5444
"COPLE PEAD 13 MM (1/2"") RD-9- TERMOFUSION MARCA PLUMBERS. ",A5444,Ej. Sube tu Producto,SANITARIO,m5445
"COPLE PEAD 150 MM (6"") RD-9- MARCA PLUMBERS. ",A5445,Ej. Sube tu Producto,SANITARIO,m5446
"COPLE PEAD 19 MM (3/4"") RD-9- TERMOFUSION (HH) MARCA PLUMBERS. ",A5446,Ej. Sube tu Producto,SANITARIO,m5447
"COPLE PEAD 25 MM (1"") RD-9- MARCA PLUMBERS. ",A5447,Ej. Sube tu Producto,SANITARIO,m5448
"COPLE PEAD 38 MM (1 1/2"") RD-9- TERMOFUSION (HH) MARCA PLUMBERS. ",A5448,Ej. Sube tu Producto,SANITARIO,m5449
"COPLE PEAD 50 MM (2"") RD-9- TERMOFUSION (HH) MARCA PLUMBERS. ",A5449,Ej. Sube tu Producto,SANITARIO,m5450
"COPLE PEAD 60 MM (2 1/2"") RD-9-TERMOFUSION (HH) MARCA PLUMBERS. ",A5450,Ej. Sube tu Producto,SANITARIO,m5451
"COPLE PEAD 75 MM (3"") RD-9- TERMOFUSION (HH) MARCA PLUMBERS. ",A5451,Ej. Sube tu Producto,SANITARIO,m5452
"COPLE PP10 51 MM (2"") TERMOFUSION (HH)- MARCA PLUMBERS. ",A5452,Ej. Sube tu Producto,N/I,m5453
"COPLE PP10R 13 MM (1/2"") ROSCA CLASE 10 (HH)- MARCA PLUMBERS. ",A5453,Ej. Sube tu Producto,N/I,m5454
"COPLE PP10R 19 MM (3/4"") ROSCA- MARCA PLUMBERS. ",A5454,Ej. Sube tu Producto,N/I,m5455
"COPLE PP10R 25 MM (1"") ROSCA- (HH) MARCA PLUMBERS. ",A5455,Ej. Sube tu Producto,N/I,m5456
"COPLE PP10R 32 MM (1 1/4"") ROSCA- CLASE 10 (HH) MARCA PLUMBERS. ",A5456,Ej. Sube tu Producto,N/I,m5457
"COPLE PP10R 38 MM (1 1/2"") ROSCA- MARCA PLUMBERS. ",A5457,Ej. Sube tu Producto,N/I,m5458
"COPLE PP10T 13 MM (1/2"") TERMOFUSION- MARCA PLUMBERS. ",A5458,Ej. Sube tu Producto,N/I,m5459
"COPLE PP10T 19 MM (3/4"") TERMOFUSION- MARCA PLUMBERS. ",A5459,Ej. Sube tu Producto,N/I,m5460
"COPLE PP10T 25 MM (1"") TERMOFUSION- MARCA PLUMBERS. ",A5460,Ej. Sube tu Producto,N/I,m5461
"COPLE PP10T 32 MM (1 1/4"") TERMOFUSION- MARCA PLUMBERS. ",A5461,Ej. Sube tu Producto,N/I,m5462
"COPLE PP10T 38 MM (1 1/2"") TERMOFUSION- MARCA PLUMBERS. ",A5462,Ej. Sube tu Producto,N/I,m5463
COPLE PVC DE DILATACION ANGER DE 100MM- MARCA TUBOS FLEXIBLES. ,A5463,Ej. Sube tu Producto,SANITARIO,m5464
COPLE PVC DE DILATACION ANGER DE 150MM- MARCA TUBOS FLEXIBLES. ,A5464,Ej. Sube tu Producto,SANITARIO,m5465
COPLE PVC DE DILATACION ANGER DE 75MM- MARCA TUBOS FLEXIBLES. ,A5465,Ej. Sube tu Producto,SANITARIO,m5466
COPLE PVC DILATACION ANGER 100 MM- MARCA TUBOS FLEXIBLES. ,A5466,Ej. Sube tu Producto,SANITARIO,m5467
COPLE PVC DILATACION ANGER 40 MM- MARCA TUBOS FLEXIBLES. ,A5467,Ej. Sube tu Producto,SANITARIO,m5468
COPLE PVC DILATACION ANGER 50 MM- MARCA TUBOS FLEXIBLES. ,A5468,Ej. Sube tu Producto,SANITARIO,m5469
COPLE PVC DILATACION ANGER 75 MM- MARCA TUBOS FLEXIBLES. ,A5469,Ej. Sube tu Producto,SANITARIO,m5470
COPLE PVC HIDRAULICO 25MM CEMENTAR ,A5470,Ej. Sube tu Producto,HIDRAULICO,m5471
COPLE PVC HIDRAULICO 32MM CEMENTAR ,A5471,Ej. Sube tu Producto,HIDRAULICO,m5472
COPLE PVC HIDRAULICO 38MM ,A5472,Ej. Sube tu Producto,HIDRAULICO,m5473
COPLE PVC HIDRAULICO 51MM CEMENTAR ,A5473,Ej. Sube tu Producto,HIDRAULICO,m5474
COPLE PVC HIDRAULICO 60MM CEMENTAR ,A5474,Ej. Sube tu Producto,HIDRAULICO,m5475
COPLE PVC HIDRAULICO ANGER 100 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5475,Ej. Sube tu Producto,HIDRAULICO,m5476
COPLE PVC HIDRAULICO ANGER 150 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5476,Ej. Sube tu Producto,HIDRAULICO,m5477
COPLE PVC HIDRAULICO ANGER 38 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5477,Ej. Sube tu Producto,HIDRAULICO,m5478
COPLE PVC HIDRAULICO ANGER 50 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5478,Ej. Sube tu Producto,HIDRAULICO,m5479
COPLE PVC HIDRAULICO ANGER 60 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5479,Ej. Sube tu Producto,HIDRAULICO,m5480
COPLE PVC HIDRAULICO ANGER 75 MM RD/26 SISTEMA INGLES MARCA TUBOS FLEXIBLES ,A5480,Ej. Sube tu Producto,HIDRAULICO,m5481
"COPLE PVC POLIDUCTO DE 13 MM (1/2"") ",A5481,Ej. Sube tu Producto,HIDRAULICO,m5482
COPLE PVC SANITARIO 100 MM CEMENTAR ,A5482,Ej. Sube tu Producto,SANITARIO,m5483
COPLE PVC SANITARIO 50MM CEMENTAR ,A5483,Ej. Sube tu Producto,SANITARIO,m5484
COPLE PVC SANITARIO 75MM CEMENTAR ,A5484,Ej. Sube tu Producto,SANITARIO,m5485
COPLE PVC SANITARIO CEMENTAR 40 MM. ,A5485,Ej. Sube tu Producto,SANITARIO,m5486
COPLE PVC TIPO LIGERO 51 MM- OMEGA. ,A5486,Ej. Sube tu Producto,SANITARIO,m5487
COPLE PVC TIPO PESADO 76 MM- OMEGA. ,A5487,Ej. Sube tu Producto,SANITARIO,m5488
"COPLE PVC-A ALCANTARILLADO SI DE 160 MM (6 1/4"") DURADREN- MARCA TUBOS FLEXIBLES ",A5488,Ej. Sube tu Producto,SANITARIO,m5489
"COPLE PVC-A ALCANTARILLADO SI DE 200 MM (8"") DURADREN- MARCA TUBOS FLEXIBLES ",A5489,Ej. Sube tu Producto,SANITARIO,m5490
"COPLE PVC-A ALCANTARILLADO SI DE 250 MM (10"") DURADREN- MARCA TUBOS FLEXIBLES ",A5490,Ej. Sube tu Producto,SANITARIO,m5491
"COPLE PVC-A ALCANTARILLADO SI DE 315 MM (12 1/8"") DURADREN- MARCA TUBOS FLEXIBLES ",A5491,Ej. Sube tu Producto,SANITARIO,m5492
COPLE PVC-A ALCANTARILLADO SM DE 110 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5492,Ej. Sube tu Producto,SANITARIO,m5493
COPLE PVC-A ALCANTARILLADO SM DE 160 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5493,Ej. Sube tu Producto,SANITARIO,m5494
COPLE PVC-A ALCANTARILLADO SM DE 200 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5494,Ej. Sube tu Producto,SANITARIO,m5495
COPLE PVC-A ALCANTARILLADO SM DE 250 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5495,Ej. Sube tu Producto,SANITARIO,m5496
COPLE PVC-A ALCANTARILLADO SM DE 315 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5496,Ej. Sube tu Producto,SANITARIO,m5497
COPLE PVC-A ALCANTARILLADO SM DE 355 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5497,Ej. Sube tu Producto,SANITARIO,m5498
COPLE PVC-A ALCANTARILLADO SM DE 400 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5498,Ej. Sube tu Producto,SANITARIO,m5499
COPLE PVC-A ALCANTARILLADO SM DE 450 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5499,Ej. Sube tu Producto,SANITARIO,m5500
COPLE PVC-A ALCANTARILLADO SM DE 500 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5500,Ej. Sube tu Producto,SANITARIO,m5501
COPLE PVC-A ALCANTARILLADO SM DE 630 MM DURADREN- MARCA TUBOS FLEXIBLES ,A5501,Ej. Sube tu Producto,SANITARIO,m5502
"COPLE PVC-H CEMENTAR 100MM (4"")- MARCA TUBOS FLEXIBLES. ",A5502,Ej. Sube tu Producto,SANITARIO,m5503
"COPLE PVC-H CEMENTAR 13MM (1/2"")- MARCA TUBOS FLEXIBLES. ",A5503,Ej. Sube tu Producto,SANITARIO,m5504
"COPLE PVC-H CEMENTAR 150MM (6"")- MARCA TUBOS FLEXIBLES. ",A5504,Ej. Sube tu Producto,SANITARIO,m5505
"COPLE PVC-H CEMENTAR 19MM (3/4"")- MARCA TUBOS FLEXIBLES. ",A5505,Ej. Sube tu Producto,SANITARIO,m5506
"COPLE PVC-H CEMENTAR 200MM (8"")- MARCA TUBOS FLEXIBLES. ",A5506,Ej. Sube tu Producto,SANITARIO,m5507
"COPLE PVC-H CEMENTAR 25MM (1"")- MARCA TUBOS FLEXIBLES. ",A5507,Ej. Sube tu Producto,SANITARIO,m5508
"COPLE PVC-H CEMENTAR 32MM (1 1/4"")- MARCA TUBOS FLEXIBLES. ",A5508,Ej. Sube tu Producto,SANITARIO,m5509
"COPLE PVC-H CEMENTAR 38MM (1 1/2"")- MARCA TUBOS FLEXIBLES. ",A5509,Ej. Sube tu Producto,SANITARIO,m5510
"COPLE PVC-H CEMENTAR 50MM (2"")- MARCA TUBOS FLEXIBLES. ",A5510,Ej. Sube tu Producto,SANITARIO,m5511
"COPLE PVC-H CEMENTAR 60MM (2 3/8"")- MARCA TUBOS FLEXIBLES. ",A5511,Ej. Sube tu Producto,SANITARIO,m5512
"COPLE PVC-H CEMENTAR 75MM (3"")- MARCA TUBOS FLEXIBLES. ",A5512,Ej. Sube tu Producto,SANITARIO,m5513
"COPLE PVC-HA HIDRAULICO ANGER SI DE 100 MM ( 4"") RD 26- MARCA TUBOS FLEXIBLES ",A5513,Ej. Sube tu Producto,HIDRAULICO,m5514
"COPLE PVC-HA HIDRAULICO ANGER SI DE 150 MM ( 6"") RD 26- MARCA TUBOS FLEXIBLES ",A5514,Ej. Sube tu Producto,HIDRAULICO,m5515
"COPLE PVC-HA HIDRAULICO ANGER SI DE 200 MM ( 8"") RD 26- MARCA TUBOS FLEXIBLES ",A5515,Ej. Sube tu Producto,HIDRAULICO,m5516
"COPLE PVC-HA HIDRAULICO ANGER SI DE 38 MM ( 1 1/2"") RD 26- MARCA TUBOS FLEXIBLES ",A5516,Ej. Sube tu Producto,HIDRAULICO,m5517
"COPLE PVC-HA HIDRAULICO ANGER SI DE 50 MM ( 2"") RD 26- MARCA TUBOS FLEXIBLES ",A5517,Ej. Sube tu Producto,HIDRAULICO,m5518
"COPLE PVC-HA HIDRAULICO ANGER SI DE 60 MM ( 2 3/8"") RD 26- MARCA TUBOS FLEXIBLES ",A5518,Ej. Sube tu Producto,HIDRAULICO,m5519
"COPLE PVC-HA HIDRAULICO ANGER SI DE 75 MM ( 3"") RD 26- MARCA TUBOS FLEXIBLES ",A5519,Ej. Sube tu Producto,HIDRAULICO,m5520
"COPLE PVC-HA HIDRAULICO ANGER SM 160 MM (6 1/4"") CLASE 10- MARCA TUBOS FLEXIBLES ",A5520,Ej. Sube tu Producto,HIDRAULICO,m5521
"COPLE PVC-HA HIDRAULICO ANGER SM 200 MM (8"") CLASE 10- MARCA TUBOS FLEXIBLES ",A5521,Ej. Sube tu Producto,HIDRAULICO,m5522
"COPLE PVC-HA HIDRAULICO ANGER SM 250 MM (10"") CLASE 10- MARCA TUBOS FLEXIBLES ",A5522,Ej. Sube tu Producto,HIDRAULICO,m5523
"COPLE PVC-HA HIDRAULICO ANGER SM 315 MM (12 1/8"") CLASE 10- MARCA TUBOS FLEXIBLES ",A5523,Ej. Sube tu Producto,HIDRAULICO,m5524
COPLE PVC-HA HIDRAULICO ANGER SM 355 MM- MARCA TUBOS FLEXIBLES ,A5524,Ej. Sube tu Producto,HIDRAULICO,m5525
COPLE PVC-HA HIDRAULICO ANGER SM 400 MM- MARCA TUBOS FLEXIBLES ,A5525,Ej. Sube tu Producto,HIDRAULICO,m5526
COPLE PVC-HA HIDRAULICO ANGER SM 450 MM- MARCA TUBOS FLEXIBLES ,A5526,Ej. Sube tu Producto,HIDRAULICO,m5527
COPLE PVC-HA HIDRAULICO ANGER SM 500 MM- MARCA TUBOS FLEXIBLES ,A5527,Ej. Sube tu Producto,HIDRAULICO,m5528
COPLE PVC-HA HIDRAULICO ANGER SM 630 MM- MARCA TUBOS FLEXIBLES ,A5528,Ej. Sube tu Producto,HIDRAULICO,m5529
COPLE PVC-HA HIDRAULICO ANGER SM 800 MM CLASE 5- MARCA TUBOS FLEXIBLES ,A5529,Ej. Sube tu Producto,HIDRAULICO,m5530
COPLE PVC-HA HIDRAULICO ANGER SM 800 MM CLASE 7- MARCA TUBOS FLEXIBLES ,A5530,Ej. Sube tu Producto,HIDRAULICO,m5531
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 100 MM (4"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5531,Ej. Sube tu Producto,HIDRAULICO,m5532
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 13 MM (1/2"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5532,Ej. Sube tu Producto,HIDRAULICO,m5533
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 150 MM (6"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5533,Ej. Sube tu Producto,HIDRAULICO,m5534
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 19 MM (3/4"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5534,Ej. Sube tu Producto,HIDRAULICO,m5535
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 200 MM (8"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5535,Ej. Sube tu Producto,HIDRAULICO,m5536
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 25 MM (1"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5536,Ej. Sube tu Producto,HIDRAULICO,m5537
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 32 MM (1 1/4"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5537,Ej. Sube tu Producto,HIDRAULICO,m5538
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 38 MM (1 1/2"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5538,Ej. Sube tu Producto,HIDRAULICO,m5539
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 50 MM (2"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5539,Ej. Sube tu Producto,HIDRAULICO,m5540
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 60 MM (2 3/8"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5540,Ej. Sube tu Producto,HIDRAULICO,m5541
"COPLE PVC-HC HIDRAULICO CEMENTAR SI DE 75 MM (3"") L. LASCO- MARCA TUBOS FLEXIBLES ",A5541,Ej. Sube tu Producto,HIDRAULICO,m5542
"COPLE PVC-S CEMENTAR 100MM (4"")- MARCA TUBOS FLEXIBLES. ",A5542,Ej. Sube tu Producto,SANITARIO,m5543
"COPLE PVC-S CEMENTAR 150MM (6"")- MARCA TUBOS FLEXIBLES. ",A5543,Ej. Sube tu Producto,SANITARIO,m5544
"COPLE PVC-S CEMENTAR 40MM (1 1/2"")- MARCA TUBOS FLEXIBLES. ",A5544,Ej. Sube tu Producto,SANITARIO,m5545
"COPLE PVC-S CEMENTAR 50MM (2"")- MARCA TUBOS FLEXIBLES. ",A5545,Ej. Sube tu Producto,SANITARIO,m5546
"COPLE PVC-S CEMENTAR 75MM (3"")- MARCA TUBOS FLEXIBLES. ",A5546,Ej. Sube tu Producto,SANITARIO,m5547
"COPLE PVC-SC SANITARIO CEMENTAR DE 100 MM (4"") LIERESA- MARCA TUBOS FLEXIBLES ",A5547,Ej. Sube tu Producto,SANITARIO,m5548
"COPLE PVC-SC SANITARIO CEMENTAR DE 150 MM (6"") LIERESA- MARCA TUBOS FLEXIBLES ",A5548,Ej. Sube tu Producto,SANITARIO,m5549
"COPLE PVC-SC SANITARIO CEMENTAR DE 50 MM (2"") LIERESA- MARCA TUBOS FLEXIBLES ",A5549,Ej. Sube tu Producto,SANITARIO,m5550
"COPLE PVC-SC SANITARIO CEMENTAR DE 75 MM (3"") LIERESA- MARCA TUBOS FLEXIBLES ",A5550,Ej. Sube tu Producto,SANITARIO,m5551
"COPLE REDUCC. COBRE A COBRE 13X10MM (1/2"" X 3/8"") DIAM. FIG. 101-R MARCA NACOBRE ",A5551,Ej. Sube tu Producto,N/I,m5552
"COPLE REDUCC. COBRE A COBRE 19X13MM (3/4""X1/2"") DIAM. FIG.101-R MARCA NACOBRE ",A5552,Ej. Sube tu Producto,N/I,m5553
"COPLE REDUCCIÓN AR71 DE 1 1/2X1 1/4"" (38X32 MM.) DE FUSIÓN MARCA SALADILLO ",A5553,Ej. Sube tu Producto,N/I,m5554
"COPLE REDUCCIÓN AR71 DE 1 1/4X1"" (32X25 MM.) DE FUSIÓN MARCA SALADILLO ",A5554,Ej. Sube tu Producto,N/I,m5555
"COPLE REDUCCIÓN AR71 DE 1/2X3/8"" (13X10 MM.) DE FUSIÓN MARCA SALADILLO ",A5555,Ej. Sube tu Producto,N/I,m5556
"COPLE REDUCCIÓN AR71 DE 1X1/2"" (25X13 MM.) DE FUSIÓN MARCA SALADILLO ",A5556,Ej. Sube tu Producto,N/I,m5557
"COPLE REDUCCIÓN AR71 DE 1X3/4"" (25X19 MM.) DE FUSIÓN MARCA SALADILLO ",A5557,Ej. Sube tu Producto,N/I,m5558
"COPLE REDUCCIÓN AR71 DE 2X1 1/2"" (50X38 MM.) DE FUSIÓN MARCA SALADILLO ",A5558,Ej. Sube tu Producto,N/I,m5559
"COPLE REDUCCIÓN AR71 DE 3/4X1/2"" (19X13 MM.) DE FUSIÓN MARCA SALADILLO ",A5559,Ej. Sube tu Producto,N/I,m5560
"COPLE REDUCCIÓN AR71 DE 3X2 1/2"" (75X50 MM.) DE FUSIÓN MARCA SALADILLO ",A5560,Ej. Sube tu Producto,N/I,m5561
"COPLE REDUCCIÓN AR71 DE 3X2"" (75X50 MM.) DE FUSIÓN MARCA SALADILLO ",A5561,Ej. Sube tu Producto,N/I,m5562
"COPLE REDUCCIÓN ARBM73 DE 2X11/2""(50X38MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5562,Ej. Sube tu Producto,N/I,m5563
"COPLE REDUCCIÓN ARBM73 DE 3X2""(75X50MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5563,Ej. Sube tu Producto,N/I,m5564
"COPLE REDUCCIÓN ARBM73 DE 1 1/2""X1""(38X25MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5564,Ej. Sube tu Producto,N/I,m5565
"COPLE REDUCCIÓN ARBM73 DE 1 1/4""X1""(32X25 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5565,Ej. Sube tu Producto,N/I,m5566
"COPLE REDUCCIÓN ARBM73 DE 1 1/4""X3/4""(32X19 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5566,Ej. Sube tu Producto,N/I,m5567
"COPLE REDUCCIÓN ARBM73 DE 1 1/2""X1 1/4""(38X32 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5567,Ej. Sube tu Producto,N/I,m5568
"COPLE REDUCCIÓN ARBM73 DE 1X1/2""(25X13 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5568,Ej. Sube tu Producto,N/I,m5569
"COPLE REDUCCIÓN ARBM73 DE 1X3/4""(25X19 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5569,Ej. Sube tu Producto,N/I,m5570
"COPLE REDUCCIÓN ARBM73 DE 2X1 1/4""(50X32MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5570,Ej. Sube tu Producto,N/I,m5571
"COPLE REDUCCIÓN ARBM73 DE 3/4X1/2"" (19X13 MM.) DE FUSIÓN-ROSCA METÁLICA MARCA SALADILLO ",A5571,Ej. Sube tu Producto,N/I,m5572
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 100X75MM (4""X3"")- 101-R MARCA NACOBRE ",A5572,Ej. Sube tu Producto,N/I,m5573
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 13X10MM (1/2""X3/8"")- 101-R MARCA NACOBRE ",A5573,Ej. Sube tu Producto,N/I,m5574
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 19X13MM (3/4""X1/2"")- 101-R MARCA NACOBRE ",A5574,Ej. Sube tu Producto,N/I,m5575
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 25X13MM (1""X1/2"") 101-R MARCA NACOBRE ",A5575,Ej. Sube tu Producto,N/I,m5576
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 25X19MM (1""X3/4"")- 101-R MARCA NACOBRE ",A5576,Ej. Sube tu Producto,N/I,m5577
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 38X19MM (1 1/8""X3/4"")- 101-R MARCA NACOBRE ",A5577,Ej. Sube tu Producto,N/I,m5578
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 38X25MM (1 1/8""X1"")- 101-R MARCA NACOBRE ",A5578,Ej. Sube tu Producto,N/I,m5579
"COPLE REDUCCIÓN CU-CU TIPO CAMPANA 50X38MM (2""X1 1/2"")- 101-R MARCA NACOBRE ",A5579,Ej. Sube tu Producto,N/I,m5580
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 102X51MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5580,Ej. Sube tu Producto,N/I,m5581
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 102X76MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5581,Ej. Sube tu Producto,N/I,m5582
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 13 X 10 MM CP-RD CU- NO. 118- MARCA NACOBRE. ,A5582,Ej. Sube tu Producto,N/I,m5583
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 19X13MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5583,Ej. Sube tu Producto,N/I,m5584
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 25X13MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5584,Ej. Sube tu Producto,N/I,m5585
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 25X19MM CP-RD CU- NO. 118 MARCA NACOBRE. ,A5585,Ej. Sube tu Producto,N/I,m5586
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 32 X 13 MM CP-RD-CU- NO. 18 MARCA NACOBRE ,A5586,Ej. Sube tu Producto,N/I,m5587
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 32 X 19 MM CP-RD-CU- NO. 18 MARCA NACOBRE ,A5587,Ej. Sube tu Producto,N/I,m5588
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 32X25MM CP-RD CU- NO. 118 MARCA NACOBRE. ,A5588,Ej. Sube tu Producto,N/I,m5589
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 38X19MM CP-RD CU- NO. 118 MARCA NACOBRE. ,A5589,Ej. Sube tu Producto,N/I,m5590
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 38X25MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5590,Ej. Sube tu Producto,N/I,m5591
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 38X32MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5591,Ej. Sube tu Producto,N/I,m5592
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 51X25MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5592,Ej. Sube tu Producto,N/I,m5593
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 51X32MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5593,Ej. Sube tu Producto,N/I,m5594
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 51X38MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5594,Ej. Sube tu Producto,N/I,m5595
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 64X38MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5595,Ej. Sube tu Producto,N/I,m5596
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 64X51MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5596,Ej. Sube tu Producto,N/I,m5597
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 76X38MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5597,Ej. Sube tu Producto,N/I,m5598
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 76X51MM CP-RD CU- NO. 118 MARCA NACOBRE ,A5598,Ej. Sube tu Producto,N/I,m5599
COPLE REDUCCIÓN DE COBRE TIPO BUSHING DE 76X64MM CP-RD-CU- NO. 118 MARCA NACOBRE ,A5599,Ej. Sube tu Producto,N/I,m5600
COPLE REF. GALVANIZADO 10MM ,A5600,Ej. Sube tu Producto,N/I,m5601
COPLE REF. GALVANIZADO 13MM ,A5601,Ej. Sube tu Producto,N/I,m5602
COPLE REF. GALVANIZADO 19MM ,A5602,Ej. Sube tu Producto,N/I,m5603
COPLE REF. GALVANIZADO 25MM ,A5603,Ej. Sube tu Producto,N/I,m5604
COPLE REF. GALVANIZADO 6MM ,A5604,Ej. Sube tu Producto,N/I,m5605
COPLE REFORZADO NEGRO 10MM ,A5605,Ej. Sube tu Producto,N/I,m5606
COPLE REFORZADO NEGRO 13MM ,A5606,Ej. Sube tu Producto,N/I,m5607
COPLE REFORZADO NEGRO 32MM ,A5607,Ej. Sube tu Producto,N/I,m5608
COPLE REFORZADO NEGRO 6MM ,A5608,Ej. Sube tu Producto,N/I,m5609
COPLE REP. 100MM PVC HID.S.I. ,A5609,Ej. Sube tu Producto,N/I,m5610
COPLE REP. 150MM PVC HID.S.I. ,A5610,Ej. Sube tu Producto,N/I,m5611
COPLE REP. 200MM PVC HID.S.I. ,A5611,Ej. Sube tu Producto,N/I,m5612
COPLE REP. 38MM PVC HID.S.I. ,A5612,Ej. Sube tu Producto,N/I,m5613
COPLE REP. 50MM PVC HID.S.I. ,A5613,Ej. Sube tu Producto,N/I,m5614
COPLE REP. 60MM PVC HID.S.I. ,A5614,Ej. Sube tu Producto,N/I,m5615
COPLE REP. 75MM PVC HID.S.I. ,A5615,Ej. Sube tu Producto,N/I,m5616
COPLE T TAR ACERO INOX 100MM TISA ,A5616,Ej. Sube tu Producto,N/I,m5617
COPLE T TAR ACERO INOX 150MM TISA ,A5617,Ej. Sube tu Producto,N/I,m5618
